name,dose,tier_num,tier_desc,cost_30,cost_90,management,year
EMSAM,TRANSDERMAL SYSTEM PATCHES 9MG/24H,5,Specialty Tier,25%,N/A,Q:30/30Days,2018-01-01T00:00:00Z
EMTRIVA,10MG/ML SOLUTION,4,Non-Preferred Drug,35%,30%,Q:680/28Days,2018-01-01T00:00:00Z
EMTRIVA,200MG CAPSULE,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2018-01-01T00:00:00Z
ENALAPRIL,MALEATE 10 MG TAB,2,Generic,$1.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ENALAPRIL,MALEATE 2.5 MG TAB,2,Generic,$1.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ENALAPRIL,MALEATE 20 MG TAB,2,Generic,$1.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ENALAPRIL,MALEATE 5 MG TABLET,2,Generic,$1.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ENALAPRIL,"MALEATE AND HYDROCHLOROTHIAZIDE 10; 25MG/1; MG/1 100 TABLET BOTTLE, PLASTIC",2,Generic,$1.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ENALAPRIL-HCTZ,5-12.5 MG TAB,1,Preferred Generic,$0.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ENBREL,25 MG/0.5 ML SYRINGE,5,Specialty Tier,25%,N/A,P Q:4/28Days,2018-01-01T00:00:00Z
ENBREL,25MG KIT,5,Specialty Tier,25%,N/A,P Q:8/28Days,2018-01-01T00:00:00Z
ENBREL,50 MG/ML SURECLICK SYR,5,Specialty Tier,25%,N/A,P Q:8/28Days,2018-01-01T00:00:00Z
ENBREL,50MG/ML,5,Specialty Tier,25%,N/A,P Q:8/28Days,2018-01-01T00:00:00Z
ENDOCET,10MG-325MG TABLET,3,Preferred Brand,20%,15%,Q:360/30Days,2018-01-01T00:00:00Z
ENDOCET,5/325 TABLET,3,Preferred Brand,20%,15%,Q:360/30Days,2018-01-01T00:00:00Z
ENDOCET,7.5-325MG TABLET,3,Preferred Brand,20%,15%,Q:360/30Days,2018-01-01T00:00:00Z
ENGERIX,B INJECTION,4,Non-Preferred Drug,35%,30%,P,2018-01-01T00:00:00Z
ENGERIX-B,10MCG 10 X 0.5ML VIALSD,4,Non-Preferred Drug,35%,30%,P,2018-01-01T00:00:00Z
ENGERIX-B,20 MCG/ML SYRN,4,Non-Preferred Drug,35%,30%,P,2018-01-01T00:00:00Z
ENOXAPARIN,100 MG/ML SYRINGE,4,Non-Preferred Drug,35%,30%,Q:28/28Days,2018-01-01T00:00:00Z
ENOXAPARIN,120 MG/0.8 ML SYRINGE,4,Non-Preferred Drug,35%,30%,Q:22/28Days,2018-01-01T00:00:00Z
ENOXAPARIN,150 MG/ML SYRINGE,4,Non-Preferred Drug,35%,30%,Q:28/28Days,2018-01-01T00:00:00Z
ENOXAPARIN,30 MG/0.3 ML SYR,4,Non-Preferred Drug,35%,30%,Q:17/28Days,2018-01-01T00:00:00Z
ENOXAPARIN,300 MG/3 ML VIAL,4,Non-Preferred Drug,35%,30%,Q:84/28Days,2018-01-01T00:00:00Z
ENOXAPARIN,40 MG/0.4 ML SYR,4,Non-Preferred Drug,35%,30%,Q:11/28Days,2018-01-01T00:00:00Z
ENOXAPARIN,60 MG/0.6 ML SYRINGE,4,Non-Preferred Drug,35%,30%,Q:17/28Days,2018-01-01T00:00:00Z
ENOXAPARIN,80 MG/0.8 ML SYRINGE,4,Non-Preferred Drug,35%,30%,Q:22/28Days,2018-01-01T00:00:00Z
ENTACAPONE,200 MG TABLET [COMTAN],3,Preferred Brand,20%,15%,Q:300/30Days,2018-01-01T00:00:00Z
ENTECAVIR,0.5 MG TABLET [BARACLUDE],5,Specialty Tier,25%,N/A,Q:30/30Days,2018-01-01T00:00:00Z
ENTECAVIR,1 MG TABLET [BARACLUDE],5,Specialty Tier,25%,N/A,Q:30/30Days,2018-01-01T00:00:00Z
ENTRESTO,24 MG-26 MG TABLET,3,Preferred Brand,20%,15%,P Q:60/30Days,2018-01-01T00:00:00Z
ENTRESTO,49 MG-51 MG TABLET,3,Preferred Brand,20%,15%,P Q:60/30Days,2018-01-01T00:00:00Z
ENTRESTO,97 MG-103 MG TABLET,3,Preferred Brand,20%,15%,P Q:60/30Days,2018-01-01T00:00:00Z
ENULOSE,10 GM/15 ML SOLUTION,2,Generic,$1.00 ,$0.00 ,None,2018-01-01T00:00:00Z
EPCLUSA,400 MG-100 MG TABLET,5,Specialty Tier,25%,N/A,P Q:28/28Days,2018-01-01T00:00:00Z
EPINASTINE,HCL 0.05% EYE DROPS,3,Preferred Brand,20%,15%,Q:5/25Days,2018-01-01T00:00:00Z
EPINEPHRINE,0.15 MG AUTO-INJCT,3,Preferred Brand,20%,15%,Q:4/30Days,2018-01-01T00:00:00Z
EPINEPHRINE,0.3 MG AUTO-INJECT,3,Preferred Brand,20%,15%,Q:4/30Days,2018-01-01T00:00:00Z
EPINEPHRINE,0.3 MG AUTO-INJECT,3,Preferred Brand,20%,15%,Q:4/30Days,2018-01-01T00:00:00Z
EPIPEN,0.3MG AUTO-INJECTOR,3,Preferred Brand,20%,15%,Q:4/30Days,2018-01-01T00:00:00Z
EPIPEN,JR 0.15MG AUTO-INJCT,3,Preferred Brand,20%,15%,Q:4/30Days,2018-01-01T00:00:00Z
EPIRUBICIN,HCL 200 MG PER 100 ML INJECTION,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
EPITOL,200MG TABLET,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
EPIVIR,HBV 25MG/5ML TUBEX,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
EPLERENONE,25MG/1 90 TABLET BOTTLE,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
EPLERENONE,50MG/1 90 TABLET BOTTLE,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
EPOGEN,10000U/ML VIAL MDV,4,Non-Preferred Drug,35%,30%,P Q:28/30Days,2018-01-01T00:00:00Z
EPOGEN,2000[IU]/ML 10 VIAL IN 1 PACKAGE / 1 ML IN 1 VIAL,4,Non-Preferred Drug,35%,30%,P Q:14/30Days,2018-01-01T00:00:00Z
EPOGEN,3000U/ML VIAL SDV,4,Non-Preferred Drug,35%,30%,P Q:14/30Days,2018-01-01T00:00:00Z
EPOGEN,4000U/ML VIAL SDV,4,Non-Preferred Drug,35%,30%,P Q:14/30Days,2018-01-01T00:00:00Z
EPOGEN,INJECTION 20000U 10 X 1ML CRTN,5,Specialty Tier,25%,N/A,P Q:14/30Days,2018-01-01T00:00:00Z
EQUETRO,CAPSULES 200MG 120 BOT,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
EQUETRO,CAPSULES 300MG 120 BOT,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
EQUETRO,EXTENDED RELEASE CAPSULES 100MG 120 BOT,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ERAXIS,"100MG/30ML 30 ML IN 1 VIAL, SINGLE-USE",4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ERAXIS(WATER,DIL) 50 MG VIAL,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ERIVEDGE,150 MG CAPSULE,5,Specialty Tier,25%,N/A,P Q:28/28Days,2018-01-01T00:00:00Z
ERRIN,0.35 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ERY,2% PADS 2% 60 PADS JAR,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
ERYTHROCIN,500MG ADDVNT VL,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ERYTHROMYCIN,0.5% EYE OINTMENT,1,Preferred Generic,$0.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ERYTHROMYCIN,2% GEL,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ERYTHROMYCIN,2% SOLUTION,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
ERYTHROMYCIN,500 MG FILMTAB,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ERYTHROMYCIN,TAB 250MG BS,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ERYTHROMYCIN-BENZOYL,GEL,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ESBRIET,267 MG CAPSULE,5,Specialty Tier,25%,N/A,P Q:270/30Days,2018-01-01T00:00:00Z
ESBRIET,267 MG TABLET,5,Specialty Tier,25%,N/A,P Q:270/30Days,2018-01-01T00:00:00Z
ESBRIET,801 MG TABLET,5,Specialty Tier,25%,N/A,P Q:90/30Days,2018-01-01T00:00:00Z
ESCITALOPRAM,10 MG TABLET [LEXAPRO],2,Generic,$1.00 ,$0.00 ,Q:45/30Days,2018-01-01T00:00:00Z
ESCITALOPRAM,20 MG TABLET [LEXAPRO],2,Generic,$1.00 ,$0.00 ,Q:30/30Days,2018-01-01T00:00:00Z
ESCITALOPRAM,5 MG TABLET [LEXAPRO],2,Generic,$1.00 ,$0.00 ,Q:30/30Days,2018-01-01T00:00:00Z
ESCITALOPRAM,OXALATE 5 MG/5 ML [LEXAPRO],4,Non-Preferred Drug,35%,30%,Q:600/30Days,2018-01-01T00:00:00Z
ESTRACE,VAG CREAM 0.1MG/GM,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
ESTRADIOL,"/ NORETHINDRONE ACETATE 0.5; 0.1MG/1; MG/1 1 BLISTER PACK PER CARTON / 28 TABLET, FILM C",3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
ESTRADIOL,0.025 MG PATCH,4,Non-Preferred Drug,35%,30%,Q:8/28Days,2018-01-01T00:00:00Z
ESTRADIOL,0.0375 MG PATCH,4,Non-Preferred Drug,35%,30%,Q:8/28Days,2018-01-01T00:00:00Z
ESTRADIOL,0.05 MG PATCH,4,Non-Preferred Drug,35%,30%,Q:8/28Days,2018-01-01T00:00:00Z
ESTRADIOL,0.075 MG PATCH,4,Non-Preferred Drug,35%,30%,Q:8/28Days,2018-01-01T00:00:00Z
ESTRADIOL,0.1 MG PATCH,4,Non-Preferred Drug,35%,30%,Q:8/28Days,2018-01-01T00:00:00Z
ESTRADIOL,0.5 MG TABLET,1,Preferred Generic,$0.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ESTRADIOL,1 MG TABLET,1,Preferred Generic,$0.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ESTRADIOL,2MG TABLET,1,Preferred Generic,$0.00 ,$0.00 ,None,2018-01-01T00:00:00Z
ESTRADIOL,TDS 0.025 MG/DAY,4,Non-Preferred Drug,35%,30%,Q:4/28Days,2018-01-01T00:00:00Z
ESTRADIOL,TDS 0.0375 MG/DAY,4,Non-Preferred Drug,35%,30%,Q:4/28Days,2018-01-01T00:00:00Z
ESTRADIOL,TDS 0.05 MG/DAY,4,Non-Preferred Drug,35%,30%,Q:4/28Days,2018-01-01T00:00:00Z
ESTRADIOL,TDS 0.06 MG/DAY,4,Non-Preferred Drug,35%,30%,Q:4/28Days,2018-01-01T00:00:00Z
ESTRADIOL,TDS 0.075 MG/DAY,4,Non-Preferred Drug,35%,30%,Q:4/28Days,2018-01-01T00:00:00Z
ESTRADIOL,TDS 0.1 MG/DAY,4,Non-Preferred Drug,35%,30%,Q:4/28Days,2018-01-01T00:00:00Z
ESTRADIOL,"VALERATE 20MG/ML 1 VIAL, MULTI-DOSE PER CARTON / 5 ML IN 1 VIAL, MULTI-DOSE",4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ESTRADIOL,"VALERATE 40MG/ML 1 VIAL, MULTI-DOSE PER CARTON / 5 ML IN 1 VIAL, MULTI-DOSE",4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ESTRADIOL-NORETH,1.0-0.5MG TABLET,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ESTRING,2MG VAGINAL RING,4,Non-Preferred Drug,35%,30%,Q:1/90Days,2018-01-01T00:00:00Z
ESTROPIPATE,0.625(0.75 MG) TABLET,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
ESTROPIPATE,1.25(1.5 MG) TABLET,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
ESTROPIPATE,2.5(3 MG) TABLET,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
ETHAMBUTOL,HCL 400 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ETHAMBUTOL,HYDROCHLORIDE 100MG/1,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ETHINYL,ESTRADIOL 0.03 MG / LEVONORGESTREL 0.05 MG ORAL TABLET) / 10 (ETHINYL ESTRADIOL 0.03 MG 6,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ETHINYL,ESTRADIOL 0.03 MG / NORGESTREL 0.3 MG ORAL TABLET/ 7 (INERT INGREDIENTS 1 MG ORAL TAB 21,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ETHOSUXIMIDE,250 MG CAPSULE,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ETHOSUXIMIDE,250 MG/5 ML SOLN,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ETHYNODIOL-ETH,ESTRA 1MG-50MCG [ZOVIA],4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ETIDRONATE,DISODIUM 400MG TABLET (60 CT),4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ETIDRONATE,DISODIUM TABLETS 200MG 60 BOT,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
ETOPOSIDE,500 MG/25 ML VIAL,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
EVOTAZ,300 MG-150 MG TABLET,5,Specialty Tier,25%,N/A,Q:30/30Days,2018-01-01T00:00:00Z
EXELON,13.3 MG/24HR PATCH,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2018-01-01T00:00:00Z
EXELON,4.6MG/24HR PATCH TRANSDERMAL 24 HOURS,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2018-01-01T00:00:00Z
EXELON,9.5MG/24HR PATCH TRANSDERMAL 24 HOURS,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2018-01-01T00:00:00Z
EXEMESTANE,25 MG TABLET,4,Non-Preferred Drug,35%,30%,Q:60/30Days,2018-01-01T00:00:00Z
EXONDYS,51 100 MG/2 ML VIAL,5,Specialty Tier,25%,N/A,P,2018-01-01T00:00:00Z
EXONDYS,51 500 MG/10 ML VIAL,5,Specialty Tier,25%,N/A,P,2018-01-01T00:00:00Z
EZETIMIBE,10 MG ORAL TABLET [ZETIA],4,Non-Preferred Drug,35%,30%,Q:30/30Days,2018-01-01T00:00:00Z
FABRAZYME,35MG VIAL,5,Specialty Tier,25%,N/A,P,2018-01-01T00:00:00Z
FALMINA-28,TABLET,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FAMCICLOVIR,125MG TABLET,3,Preferred Brand,20%,15%,Q:90/30Days,2018-01-01T00:00:00Z
FAMCICLOVIR,250MG TABLET,3,Preferred Brand,20%,15%,Q:90/30Days,2018-01-01T00:00:00Z
FAMCICLOVIR,500MG TABLET,3,Preferred Brand,20%,15%,Q:90/30Days,2018-01-01T00:00:00Z
FAMOTIDINE,20 MG IN 2 ML INJECTION,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FAMOTIDINE,20 MG TABLET,1,Preferred Generic,$0.00 ,$0.00 ,None,2018-01-01T00:00:00Z
FAMOTIDINE,40 MG TABLET,2,Generic,$1.00 ,$0.00 ,None,2018-01-01T00:00:00Z
FAMOTIDINE,40 MG/5 ML SUSP,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FANAPT,1 MG TABLET,4,Non-Preferred Drug,35%,30%,P Q:60/30Days,2018-01-01T00:00:00Z
FANAPT,10 MG TABLET,5,Specialty Tier,25%,N/A,P Q:60/30Days,2018-01-01T00:00:00Z
FANAPT,12 MG TABLET,5,Specialty Tier,25%,N/A,P Q:60/30Days,2018-01-01T00:00:00Z
FANAPT,2 MG TABLET,4,Non-Preferred Drug,35%,30%,P Q:60/30Days,2018-01-01T00:00:00Z
FANAPT,4 MG TABLET,4,Non-Preferred Drug,35%,30%,P Q:60/30Days,2018-01-01T00:00:00Z
FANAPT,6 MG TABLET,5,Specialty Tier,25%,N/A,P Q:60/30Days,2018-01-01T00:00:00Z
FANAPT,8 MG TABLET,5,Specialty Tier,25%,N/A,P Q:60/30Days,2018-01-01T00:00:00Z
FANAPT,TITR  TABLETS,4,Non-Preferred Drug,35%,30%,P Q:60/30Days,2018-01-01T00:00:00Z
FARESTON,60 MG TABLET,5,Specialty Tier,25%,N/A,Q:30/30Days,2018-01-01T00:00:00Z
FARYDAK,10 MG CAPSULE,5,Specialty Tier,25%,N/A,P Q:6/21Days,2018-01-01T00:00:00Z
FARYDAK,15 MG CAPSULE,5,Specialty Tier,25%,N/A,P Q:6/21Days,2018-01-01T00:00:00Z
FARYDAK,20 MG CAPSULE,5,Specialty Tier,25%,N/A,P Q:6/21Days,2018-01-01T00:00:00Z
FASLODEX,50MG/ML INJECTION,5,Specialty Tier,25%,N/A,P Q:30/30Days,2018-01-01T00:00:00Z
FELBAMATE,400 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FELBAMATE,600 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FELBAMATE,600 MG/5 ML SUSP,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FELODIPINE,ER 10 MG TABLET,3,Preferred Brand,20%,15%,Q:30/30Days,2018-01-01T00:00:00Z
FELODIPINE,ER 2.5 MG TABLET,3,Preferred Brand,20%,15%,Q:30/30Days,2018-01-01T00:00:00Z
FELODIPINE,ER 5 MG TABLET,3,Preferred Brand,20%,15%,Q:30/30Days,2018-01-01T00:00:00Z
FEMYNOR,28 TABLET,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FENOFIBRATE,134MG CAPSULE [LIPOFEN],3,Preferred Brand,20%,15%,Q:30/30Days,2018-01-01T00:00:00Z
FENOFIBRATE,145 MG TABLET [LIPOFEN],3,Preferred Brand,20%,15%,Q:30/30Days,2018-01-01T00:00:00Z
FENOFIBRATE,160 MG 90 TABLET BOTTLE [LIPOFEN],2,Generic,$1.00 ,$0.00 ,Q:30/30Days,2018-01-01T00:00:00Z
FENOFIBRATE,200 MG CAPSULE [LIPOFEN],3,Preferred Brand,20%,15%,Q:30/30Days,2018-01-01T00:00:00Z
FENOFIBRATE,48 MG TABLET [LIPOFEN],3,Preferred Brand,20%,15%,Q:60/30Days,2018-01-01T00:00:00Z
FENOFIBRATE,54 MG 90 TABLET BOTTLE [LIPOFEN],2,Generic,$1.00 ,$0.00 ,Q:60/30Days,2018-01-01T00:00:00Z
FENOFIBRATE,67MG CAPSULE [LIPOFEN],3,Preferred Brand,20%,15%,Q:60/30Days,2018-01-01T00:00:00Z
FENTANYL,100MCG/HR PATCH TRANSDERMAL 72 HOURS,4,Non-Preferred Drug,35%,30%,Q:20/30Days,2018-01-01T00:00:00Z
FENTANYL,12MCG/HR PATCH TRANSDERMAL 72 HOURS,4,Non-Preferred Drug,35%,30%,Q:20/30Days,2018-01-01T00:00:00Z
FENTANYL,25 MCG/HR PATCH,4,Non-Preferred Drug,35%,30%,Q:20/30Days,2018-01-01T00:00:00Z
FENTANYL,37.5 MCG/HR PATCH [DURAGESIC],4,Non-Preferred Drug,35%,30%,Q:20/30Days,2018-01-01T00:00:00Z
FENTANYL,50 MCG/HR PATCH,4,Non-Preferred Drug,35%,30%,Q:20/30Days,2018-01-01T00:00:00Z
FENTANYL,62.5 MCG/HR PATCH [DURAGESIC],4,Non-Preferred Drug,35%,30%,Q:20/30Days,2018-01-01T00:00:00Z
FENTANYL,75 MCG/HR PATCH,4,Non-Preferred Drug,35%,30%,Q:20/30Days,2018-01-01T00:00:00Z
FENTANYL,87.5 MCG/HR PATCH [DURAGESIC],4,Non-Preferred Drug,35%,30%,Q:20/30Days,2018-01-01T00:00:00Z
FENTANYL,"CIT OTFC 1,200 MCG",5,Specialty Tier,25%,N/A,P Q:120/30Days,2018-01-01T00:00:00Z
FENTANYL,"CIT OTFC 1,600 MCG",5,Specialty Tier,25%,N/A,P Q:120/30Days,2018-01-01T00:00:00Z
FENTANYL,CITRATE LOZENGES,5,Specialty Tier,25%,N/A,P Q:120/30Days,2018-01-01T00:00:00Z
FENTANYL,CITRATE OTFC 200 MCG,5,Specialty Tier,25%,N/A,P Q:120/30Days,2018-01-01T00:00:00Z
FENTANYL,CITRATE OTFC 400 MCG,5,Specialty Tier,25%,N/A,P Q:120/30Days,2018-01-01T00:00:00Z
FENTANYL,CITRATE OTFC 600 MCG,5,Specialty Tier,25%,N/A,P Q:120/30Days,2018-01-01T00:00:00Z
FETZIMA,20-40 MG TITRATION PAK,4,Non-Preferred Drug,35%,30%,P Q:28/28Days,2018-01-01T00:00:00Z
FETZIMA,ER 120 MG CAPSULE,4,Non-Preferred Drug,35%,30%,P Q:30/30Days,2018-01-01T00:00:00Z
FETZIMA,ER 20 MG CAPSULE,4,Non-Preferred Drug,35%,30%,P Q:30/30Days,2018-01-01T00:00:00Z
FETZIMA,ER 40 MG CAPSULE,4,Non-Preferred Drug,35%,30%,P Q:30/30Days,2018-01-01T00:00:00Z
FETZIMA,ER 80 MG CAPSULE,4,Non-Preferred Drug,35%,30%,P Q:30/30Days,2018-01-01T00:00:00Z
FINASTERIDE,5 MG TABLET,2,Generic,$1.00 ,$0.00 ,Q:30/30Days,2018-01-01T00:00:00Z
FIRAZYR,30 MG/3 ML SYRINGE,5,Specialty Tier,25%,N/A,P Q:18/30Days,2018-01-01T00:00:00Z
FIRMAGON,2 X 120 MG KIT,5,Specialty Tier,25%,N/A,P,2018-01-01T00:00:00Z
FIRMAGON,80 MG KIT,4,Non-Preferred Drug,35%,30%,P,2018-01-01T00:00:00Z
FLAVOXATE,100 MG TAB 100,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
FLECAINIDE,ACETATE 100 MG TAB,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
FLECAINIDE,ACETATE 150 MG TAB,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
FLECAINIDE,ACETATE 50 MG TAB,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
FLOVENT,"DISKUS 100UG/1 60 POWDER, METERED IN 1 INHALER",3,Preferred Brand,20%,15%,Q:60/30Days,2018-01-01T00:00:00Z
FLOVENT,"DISKUS 250UG/1 60 POWDER, METERED IN 1 INHALER",3,Preferred Brand,20%,15%,Q:60/30Days,2018-01-01T00:00:00Z
FLOVENT,DISKUS POWDER 50MCG 60 CTR,3,Preferred Brand,20%,15%,Q:60/30Days,2018-01-01T00:00:00Z
FLOVENT,"HFA 110UG/1 120 AEROSOL, METERED IN 1 INHALER",3,Preferred Brand,20%,15%,Q:24/30Days,2018-01-01T00:00:00Z
FLOVENT,"HFA 220UG/1 120 AEROSOL, METERED IN 1 INHALER",3,Preferred Brand,20%,15%,Q:24/30Days,2018-01-01T00:00:00Z
FLOVENT,"HFA 44UG/1 120 AEROSOL, METERED IN 1 INHALER",3,Preferred Brand,20%,15%,Q:11/30Days,2018-01-01T00:00:00Z
FLUCONAZOLE,100 MG TABLET,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
FLUCONAZOLE,10MG/ML ORAL SUSPENSION,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
FLUCONAZOLE,150 MG TABLET,1,Preferred Generic,$0.00 ,$0.00 ,None,2018-01-01T00:00:00Z
FLUCONAZOLE,200 MG TABLET,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
FLUCONAZOLE,40MG/ML ORAL SUSPENSION,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
FLUCONAZOLE,50MG/1 30 TABLET BOTTLE,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
FLUCONAZOLE-NACL,200 MG/100 ML,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUCONAZOLE-NACL,400 MG/200 ML,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUCYTOSINE,250MG/1,5,Specialty Tier,25%,N/A,None,2018-01-01T00:00:00Z
FLUCYTOSINE,500MG/1,5,Specialty Tier,25%,N/A,None,2018-01-01T00:00:00Z
FLUDROCORTISONE,0.1 MG TABLET,2,Generic,$1.00 ,$0.00 ,None,2018-01-01T00:00:00Z
FLUNISOLIDE,NASAL SOLUTION 0.025% 25ML INHL,3,Preferred Brand,20%,15%,Q:50/30Days,2018-01-01T00:00:00Z
FLUOCINOLONE,0.01% BODY OIL,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUOCINOLONE,0.01% CREAM,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUOCINOLONE,0.01% SOLUTION,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUOCINOLONE,0.025% CREAM,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUOCINOLONE,0.025% OINTMENT,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUOROMETHOLONE,0.1% DROPS,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
FLUOROURACIL,2% TOPICAL SOLN,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUOROURACIL,5% TOP SOLUTION,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUOROURACIL,CREA 5%,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUOXETINE,10MG/1 30 FILM COATED TABLETS IN BOTTLE,1,Preferred Generic,$0.00 ,$0.00 ,None,2018-01-01T00:00:00Z
FLUOXETINE,"20MG/5ML 120 ML IN 1 BOTTLE, PLASTIC",2,Generic,$1.00 ,$0.00 ,None,2018-01-01T00:00:00Z
FLUOXETINE,CAPSULES 10MG (100 CT),1,Preferred Generic,$0.00 ,$0.00 ,Q:60/30Days,2018-01-01T00:00:00Z
FLUOXETINE,DR 90 MG CAPSULE,4,Non-Preferred Drug,35%,30%,Q:4/28Days,2018-01-01T00:00:00Z
FLUOXETINE,HCL 20 MG CAPSULE,1,Preferred Generic,$0.00 ,$0.00 ,Q:120/30Days,2018-01-01T00:00:00Z
FLUOXETINE,HCL 20 MG TABLET,3,Preferred Brand,20%,15%,None,2018-01-01T00:00:00Z
FLUOXETINE,HCL 40 MG CAPSULE,1,Preferred Generic,$0.00 ,$0.00 ,Q:60/30Days,2018-01-01T00:00:00Z
FLUOXETINE,HCL 60 MG TABLET,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2018-01-01T00:00:00Z
FLUPHENAZINE,1 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUPHENAZINE,10 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUPHENAZINE,2.5 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
FLUPHENAZINE,2.5 MG/5 ML ELIX,4,Non-Preferred Drug,35%,30%,None,2018-01-01T00:00:00Z
