name,tier_num,tier_desc,cost_share_30_day,cost_share_90_day,management,year
AMINOSYN 7%-ELECTROLYTE SOL,4,Non-Preferred Drug,48%,48%,P,2017
AMINOSYN HBC INJECTION SULFITE FREE 7%,4,Non-Preferred Drug,48%,48%,P,2017
AMINOSYN II 10% IV SOLUTION,4,Non-Preferred Drug,48%,48%,P,2017
AMINOSYN II 8.5% ELECTROLYT,4,Non-Preferred Drug,48%,48%,P,2017
AMINOSYN II 8.5% ELECTROLYT,4,Non-Preferred Drug,48%,48%,P,2017
AMINOSYN PF INJECTION,4,Non-Preferred Drug,48%,48%,P,2017
AMINOSYN WITH ELECTROLYTES SULFITE FREE INJECTION 8.5%,4,Non-Preferred Drug,48%,48%,P,2017
AMINOSYN-PF 7% IV SOLUTION,4,Non-Preferred Drug,48%,48%,P,2017
AMINOSYN-RF 5.2% IV SOLUTION,4,Non-Preferred Drug,48%,48%,P,2017
Amiodarone 150 mg/3 ml ampule,4,Non-Preferred Drug,48%,48%,None,2017
Amiodarone hcl 100 mg tablet,4,Non-Preferred Drug,48%,48%,None,2017
AMIODARONE HCL 200 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017
AMIODARONE HCL 400MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
AMITIZA 8MCG CAPSULE,3,Preferred Brand,$47.00 ,$117.50 ,Q:60/30Days,2017
AMITIZA CAPSULES 24MCG 60 CAP BOT,3,Preferred Brand,$47.00 ,$117.50 ,Q:60/30Days,2017
AMITRIPTYLINE HCL 100MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
AMITRIPTYLINE HCL 10MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
AMITRIPTYLINE HCL 150 MG TAB,4,Non-Preferred Drug,48%,48%,None,2017
AMITRIPTYLINE HCL 25MG TABLET USP (100 CT),4,Non-Preferred Drug,48%,48%,None,2017
AMITRIPTYLINE HCL 75MG TABLET USP (100 CT),4,Non-Preferred Drug,48%,48%,None,2017
AMITRIPTYLINE HCL TABLETS 50MG 100 BOT,4,Non-Preferred Drug,48%,48%,None,2017
AMLOD-VALSA-HCTZ 10-160-12.5 MG [EXFORGE HCT],2,Generic,$17.00 ,$42.50 ,None,2017
AMLOD-VALSA-HCTZ 10-160-25 MG [EXFORGE HCT],2,Generic,$17.00 ,$42.50 ,None,2017
AMLOD-VALSA-HCTZ 10-320-25 MG [EXFORGE HCT],2,Generic,$17.00 ,$42.50 ,None,2017
AMLOD-VALSA-HCTZ 5-160-12.5 MG [EXFORGE HCT],2,Generic,$17.00 ,$42.50 ,None,2017
AMLOD-VALSA-HCTZ 5-160-25 MG [EXFORGE HCT],2,Generic,$17.00 ,$42.50 ,None,2017
AMLODIPINE BESYLATE 10MG TABLET (90 CT),1,Preferred Generic,$3.00 ,$7.50 ,None,2017
AMLODIPINE BESYLATE 2.5MG TABLET (90 CT),1,Preferred Generic,$3.00 ,$7.50 ,None,2017
AMLODIPINE BESYLATE 5MG TABLET (90 CT),1,Preferred Generic,$3.00 ,$7.50 ,None,2017
AMLODIPINE BESYLATE-BENAZEPRIL 10MG-20MG CAPSULE,2,Generic,$17.00 ,$42.50 ,None,2017
AMLODIPINE BESYLATE-BENAZEPRIL 2.5MG-10MG CAPSULE,2,Generic,$17.00 ,$42.50 ,None,2017
AMLODIPINE BESYLATE-BENAZEPRIL 5-10MG CAPSULE,2,Generic,$17.00 ,$42.50 ,None,2017
AMLODIPINE BESYLATE-BENAZEPRIL 5MG-20MG CAPSULE,2,Generic,$17.00 ,$42.50 ,None,2017
AMLODIPINE-BENAZEPRIL 10-40 MG,2,Generic,$17.00 ,$42.50 ,None,2017
AMLODIPINE-BENAZEPRIL 5-40 MG,2,Generic,$17.00 ,$42.50 ,None,2017
AMLODIPINE-OLMESARTAN 5-40 MG [Azor],2,Generic,$17.00 ,$42.50 ,None,2017
Amlodipine-Olmesartan medoxomil  10 MG / 20 MG Oral Tablet [Azor],2,Generic,$17.00 ,$42.50 ,None,2017
Amlodipine-Olmesartan medoxomil  10 MG / 40 MG Oral Tablet [Azor],2,Generic,$17.00 ,$42.50 ,None,2017
Amlodipine-Olmesartan medoxomil  5 MG / 20 MG Oral Tablet [Azor],2,Generic,$17.00 ,$42.50 ,None,2017
AMLODIPINE-VALSARTAN 10-160 MG,2,Generic,$17.00 ,$42.50 ,None,2017
AMLODIPINE-VALSARTAN 10-320 MG,2,Generic,$17.00 ,$42.50 ,None,2017
AMLODIPINE-VALSARTAN 5-160 MG,2,Generic,$17.00 ,$42.50 ,None,2017
AMLODIPINE-VALSARTAN 5-320 MG,2,Generic,$17.00 ,$42.50 ,None,2017
AMMONIUM LACTATE 12% CREAM,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMMONIUM LACTATE 12% LOTION,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMOX TR-K CLV 500-125 MG TAB,2,Generic,$17.00 ,$42.50 ,None,2017
AMOX TR-POTASSIUM CLAVULANATE 200-28.5MG TABLET CHEWABLE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMOX TR-POTASSIUM CLAVULANATE 250-125MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017
AMOX TR-POTASSIUM CLAVULANATE 400-57MG TABLET CHEWABLE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMOX TR-POTASSIUM CLAVULANATE 400-57MG/5 SUSPENSION RECONSTITUTED ORAL,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMOX-CLAV 200-28.5 MG/5 ML SUS,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMOXAPINE 100MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMOXAPINE 150MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMOXAPINE 25MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMOXAPINE 50MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMOXICILLIN 125MG TABLET CHEW,2,Generic,$17.00 ,$42.50 ,None,2017
AMOXICILLIN 250MG 500 CHEWABLE TABLET in BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2017
AMOXICILLIN 250MG CAPSULE,2,Generic,$17.00 ,$42.50 ,None,2017
AMOXICILLIN 50 MG/ML / CLAVULANATE 12.5 MG/ML ORAL SUSPENSION,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMOXICILLIN 500MG 500 CAPSULE BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2017
AMOXICILLIN 500MG TABLET (100 CT),2,Generic,$17.00 ,$42.50 ,None,2017
AMOXICILLIN 875MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017
AMOXICILLIN AND CLAVULANATE POTASSIUM TABLETS 875;125MG;MG 20 BOT,2,Generic,$17.00 ,$42.50 ,None,2017
AMOXICILLIN AND CLAVULANATE POTASSIUM TABLETS EXTENDED RELEASE 1000;62.5MG;MG,4,Non-Preferred Drug,48%,48%,None,2017
AMOXICILLIN CLAVULANATE POTASSIUM FOR SUSPENSION 600-42.9MG 125ML BOT,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMOXICILLIN FOR ORAL SUSPENSION 125MG/5ML 100ML BOT,2,Generic,$17.00 ,$42.50 ,None,2017
AMOXICILLIN FOR ORAL SUSPENSION 200MG/5ML 100ML BOTGL,2,Generic,$17.00 ,$42.50 ,None,2017
AMOXICILLIN FOR ORAL SUSPENSION 250MG/5ML 100ML BOT,2,Generic,$17.00 ,$42.50 ,None,2017
AMOXICILLIN FOR ORAL SUSPENSION 400MG/5ML 50ML BOTGL,2,Generic,$17.00 ,$42.50 ,None,2017
AMPHETAMINE SALT COMBO 12.5MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,Q:144/30Days,2017
AMPHETAMINE SALT COMBO 15MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,Q:120/30Days,2017
AMPHETAMINE SALT COMBO 7.5MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,Q:240/30Days,2017
AMPHETAMINE SALTS 5 MG TAB,3,Preferred Brand,$47.00 ,$117.50 ,Q:360/30Days,2017
amphotericin b 50mg/10mL 10 mL in 1 VIAL,4,Non-Preferred Drug,48%,48%,P,2017
"Ampicillin 125mg/1 10 VIAL, GLASS in 1 PACKAGE / 1 INJECTION, POWDER, FOR SOLUTION in 1 VIAL, GLASS",4,Non-Preferred Drug,48%,48%,None,2017
AMPICILLIN CAPSULES 250MG 100 BOT,2,Generic,$17.00 ,$42.50 ,None,2017
AMPICILLIN CAPSULES 500MG 100 BOT,2,Generic,$17.00 ,$42.50 ,None,2017
AMPICILLIN FOR INJECTION POWDER,4,Non-Preferred Drug,48%,48%,None,2017
AMPICILLIN FOR ORAL SUSPENSION 125MG 100ML BOT,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMPICILLIN FOR ORAL SUSPENSION 250MG 100ML BOT,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AMPICILLIN POWDER FOR INJECTION 1 GM/ML,4,Non-Preferred Drug,48%,48%,None,2017
ampicillin-sulbactam 1.5 gm vl,4,Non-Preferred Drug,48%,48%,None,2017
AMPICILLIN-SULBACTAM 15 GM VIAL,4,Non-Preferred Drug,48%,48%,None,2017
AMPICILLIN-SULBACTAM 3 GM VIAL,4,Non-Preferred Drug,48%,48%,None,2017
AMPYRA ER 10 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
ANADROL-50 TABLET,5,Specialty Tier,33%,N/A,P,2017
Anagrelide Hydrochloride 0.5mg/1 100 CAPSULE BOTTLE,4,Non-Preferred Drug,48%,48%,None,2017
Anagrelide Hydrochloride 1mg/1 100 CAPSULE BOTTLE,4,Non-Preferred Drug,48%,48%,None,2017
"Anastrozole 1mg/1 90 FILM COATED TABLETS in BOTTLE, PLASTIC",2,Generic,$17.00 ,$42.50 ,None,2017
ANDRODERM 2 MG/24HR PATCH,4,Non-Preferred Drug,48%,48%,P Q:30/30Days,2017
ANDRODERM 4 MG/24HR PATCH,4,Non-Preferred Drug,48%,48%,P Q:30/30Days,2017
ANORO ELLIPTA 62.5-25 MCG INH,3,Preferred Brand,$47.00 ,$117.50 ,Q:60/30Days,2017
APOKYN 30 MG/3 ML CARTRIDGE,5,Specialty Tier,33%,N/A,P,2017
APREPITANT 125 MG CAPSULE [Emend],4,Non-Preferred Drug,48%,48%,P,2017
APREPITANT 125-80-80 MG PACK [Emend],4,Non-Preferred Drug,48%,48%,P,2017
APREPITANT 40 MG CAPSULE [Emend],4,Non-Preferred Drug,48%,48%,P,2017
APREPITANT 80 MG CAPSULE [Emend],4,Non-Preferred Drug,48%,48%,P,2017
APRI 0.15-0.03 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
APRISO CP24,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
APTIOM 200 MG TABLET,4,Non-Preferred Drug,48%,48%,Q:180/30Days,2017
APTIOM 400 MG TABLET,4,Non-Preferred Drug,48%,48%,Q:90/30Days,2017
APTIOM 600 MG TABLET,4,Non-Preferred Drug,48%,48%,Q:60/30Days,2017
APTIOM 800 MG TABLET,4,Non-Preferred Drug,48%,48%,Q:60/30Days,2017
APTIVUS 250MG CAPSULE,5,Specialty Tier,33%,N/A,None,2017
APTIVUS ORAL SOLUTION 100MG/ML 95 ML BOT,5,Specialty Tier,33%,N/A,None,2017
ARALAST NP 500 MG VIAL,5,Specialty Tier,33%,N/A,P,2017
ARANELLE 7-9-5 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
ARCALYST INJECTION 220MG/VIAL,5,Specialty Tier,33%,N/A,P,2017
ARIPIPRAZOLE 10 MG TABLET [Abilify],4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
ARIPIPRAZOLE 15 MG TABLET [Abilify],4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
ARIPIPRAZOLE 2 MG TABLET [Abilify],4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
ARIPIPRAZOLE 20 MG TABLET [Abilify],4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
ARIPIPRAZOLE 30 MG TABLET [Abilify],4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
ARIPIPRAZOLE 5 MG TABLET [Abilify],4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
ARIPIPRAZOLE ODT 10 MG TABLET [Abilify],5,Specialty Tier,33%,N/A,Q:60/30Days,2017
ARIPIPRAZOLE ODT 15 MG TABLET [Abilify],5,Specialty Tier,33%,N/A,Q:60/30Days,2017
ARISTADA ER 1064 MG/3.9 ML SYR,4,Non-Preferred Drug,48%,48%,Q:4/56Days,2017
ARISTADA ER 441 MG/1.6 ML SYRN,4,Non-Preferred Drug,48%,48%,Q:2/28Days,2017
ARISTADA ER 662 MG/2.4 ML SYRN,4,Non-Preferred Drug,48%,48%,Q:2/28Days,2017
ARISTADA ER 882 MG/3.2 ML SYRN,4,Non-Preferred Drug,48%,48%,Q:3/28Days,2017
Armodafinil 150 MG TABLET [NUVIGIL],3,Preferred Brand,$47.00 ,$117.50 ,P Q:60/30Days,2017
Armodafinil 200 MG Oral Tablet [NUVIGIL],3,Preferred Brand,$47.00 ,$117.50 ,P Q:30/30Days,2017
Armodafinil 250 MG TABLET [NUVIGIL],3,Preferred Brand,$47.00 ,$117.50 ,P Q:30/30Days,2017
Armodafinil 50 MG TABLET [NUVIGIL],3,Preferred Brand,$47.00 ,$117.50 ,P Q:150/30Days,2017
ARNUITY ELLIPTA 100 MCG INH,4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
ARNUITY ELLIPTA 200 MCG INH,4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
ASACOL HD DR 800 MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
ATENOLOL 100 MG100 TABLET BOTTLE,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
ATENOLOL 25 MG 100 TABLET BOTTLE,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
ATENOLOL TABLET USP 50MG (100 CT),1,Preferred Generic,$3.00 ,$7.50 ,None,2017
ATENOLOL-CHLORTHALIDONE 100-25,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
ATENOLOL/CHLORTHALIDONE TABLET 50-25MG (100 CT),3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Atomoxetine 10 MG Oral Capsule [Strattera],4,Non-Preferred Drug,48%,48%,Q:120/30Days,2017
Atomoxetine 100 MG Oral Capsule [Strattera],4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
Atomoxetine 18 MG Oral Capsule [Strattera],4,Non-Preferred Drug,48%,48%,Q:120/30Days,2017
Atomoxetine 25 MG Oral Capsule [Strattera],4,Non-Preferred Drug,48%,48%,Q:120/30Days,2017
Atomoxetine 40 MG Oral Capsule [Strattera],4,Non-Preferred Drug,48%,48%,Q:60/30Days,2017
Atomoxetine 60 MG Oral Capsule [Strattera],4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
Atomoxetine 80 MG Oral Capsule [Strattera],4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017
ATORVASTATIN 10 MG TABLET [Lipitor],1,Preferred Generic,$3.00 ,$7.50 ,None,2017
ATORVASTATIN 20 MG TABLET [Lipitor],1,Preferred Generic,$3.00 ,$7.50 ,None,2017
ATORVASTATIN 40 MG TABLET [Lipitor],1,Preferred Generic,$3.00 ,$7.50 ,None,2017
ATORVASTATIN 80 MG TABLET [Lipitor],1,Preferred Generic,$3.00 ,$7.50 ,None,2017
ATOVAQUONE 750 MG/5 ML SUSP [Mepron],5,Specialty Tier,33%,N/A,None,2017
Atovaquone-Proguanil 250; 100mg/1; mg/1 [Malarone],4,Non-Preferred Drug,48%,48%,None,2017
Atovaquone-Proguanil 62.5-25 [Malarone],4,Non-Preferred Drug,48%,48%,None,2017
"Atripla 600; 200; 300mg/1; mg/1; mg/1 30 FILM COATED TABLETS in BOTTLE, PLASTIC",5,Specialty Tier,33%,N/A,None,2017
ATROVENT HFA AER 17MCG,4,Non-Preferred Drug,48%,48%,Q:26/30Days,2017
AUBRA-28 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AURYXIA 210 MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017
AVASTIN 100MG/4ML VIAL,5,Specialty Tier,33%,N/A,P,2017
AVASTIN 400 MG/16 ML VIAL,5,Specialty Tier,33%,N/A,P,2017
AVIANE 0.1-0.02 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AVITA 0.025% CREAM,4,Non-Preferred Drug,48%,48%,P,2017
Avita 0.25mg/g 45 g in 1 TUBE,4,Non-Preferred Drug,48%,48%,P,2017
"AXIRON 30mg/1.5mL 1 BOTTLE, WITH APPLICATOR per CARTON / 90 mL in 1 BOTTLE, WITH APPLICATOR",3,Preferred Brand,$47.00 ,$117.50 ,P Q:440/30Days,2017
Azacitidine 100 mg vial [Vidaza],5,Specialty Tier,33%,N/A,P,2017
AZACTAM INJECTION 1GM/50ML,4,Non-Preferred Drug,48%,48%,None,2017
AZACTAM INJECTION 2GM/50ML,4,Non-Preferred Drug,48%,48%,None,2017
AZATHIOPRINE 50 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,P,2017
AZATHIOPRINE SODIUM 100 MG VIAL,4,Non-Preferred Drug,48%,48%,P,2017
AZELASTINE 0.15% NASAL SPRAY,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AZELASTINE 137 MCG NASAL SPRAY,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AZELASTINE HYDROCHLORIDE OPHTHALMIC SOLUTION,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AZITHROMYCIN 1 GM PWD PACKET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AZITHROMYCIN 100 MG/5 ML SUSP,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Azithromycin 200mg/5mL 22.5 mL in 1 BOTTLE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
AZITHROMYCIN 250 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017
AZITHROMYCIN 250 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017
Azithromycin 500 mg tablet,2,Generic,$17.00 ,$42.50 ,None,2017
"Azithromycin 500mg/1 10 VIAL, SINGLE-USE in 1 TRAY / 1 INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",4,Non-Preferred Drug,48%,48%,None,2017
Azithromycin 500mg/1 30 FILM COATED TABLETS in BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2017
Azithromycin 600mg/1 30 FILM COATED TABLETS in BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2017
AZOPT SUSPENSION OPHTHALMIC 1% 15ML BOT,4,Non-Preferred Drug,48%,48%,None,2017
AZTREONAM FOR INJECTION,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Bacitracin 500 unit/gm Eye Ointment,4,Non-Preferred Drug,48%,48%,None,2017
BACITRACIN/POLYMYXIN B OINT 500UNT/10000UNT,2,Generic,$17.00 ,$42.50 ,None,2017
BACLOFEN 10MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017
BACLOFEN 20 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017
BALSALAZIDE DISODIUM 750MG CAPSULE (280 CT),4,Non-Preferred Drug,48%,48%,None,2017
Balziva 6 POUCH per CARTON / 1 BLISTER PACK in 1 POUCH / 1 KIT per BLISTER PACK,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Banzel 200mg/1,5,Specialty Tier,33%,N/A,P,2017
Banzel 40mg/mL,5,Specialty Tier,33%,N/A,P,2017
BANZEL TABLET 400MG,5,Specialty Tier,33%,N/A,P,2017
BARACLUDE 0.05mg/mL 1 BOTTLE per CARTON / 210 mL in 1 BOTTLE,5,Specialty Tier,33%,N/A,None,2017
"BCG VACCINE 50mg/1 1 VIAL per CARTON / 1 INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION in 1 VIAL",3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BEKYREE 28 DAY TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BELEODAQ 500 MG VIAL,5,Specialty Tier,33%,N/A,P,2017
BENAZEPRIL HCL 10MG TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
"BENAZEPRIL HCL 20mg/1 100 FILM COATED TABLETS in BOTTLE, PLASTIC",1,Preferred Generic,$3.00 ,$7.50 ,None,2017
BENAZEPRIL HCL 40MG TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
BENAZEPRIL HCL 5MG TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2017
BENAZEPRIL HCL-HCTZ TABLET 10-12.5MG (100 CT),2,Generic,$17.00 ,$42.50 ,None,2017
BENAZEPRIL HCL-HCTZ TABLET 20-12.5MG (100 CT),2,Generic,$17.00 ,$42.50 ,None,2017
BENAZEPRIL HCL-HCTZ TABLET 20-25MG (100 CT),2,Generic,$17.00 ,$42.50 ,None,2017
BENAZEPRIL HCL-HCTZ TABLET 5-6.25MG (100 CT),2,Generic,$17.00 ,$42.50 ,None,2017
BENLYSTA 120mg/1.5mL 1 VIAL per CARTON / 1.5 mL in 1 VIAL,5,Specialty Tier,33%,N/A,P,2017
BENLYSTA 400 MG VIAL,5,Specialty Tier,33%,N/A,P,2017
BENZTROPINE MES 1 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,P,2017
BENZTROPINE MESYLATE 0.5 MG TABLETS,3,Preferred Brand,$47.00 ,$117.50 ,P,2017
BENZTROPINE MESYLATE 2 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,P,2017
Benztropine Mesylate 2 ML 1 MG/ML Injection,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BEPREVE 1.5% EYE DROPS,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BESIVANCE BESIFLOACIN OPTHALMIC SUSPENSION 0.6% 5 ML BOTDR,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Betamethasone Dipropionate 0.5mg/g 1 TUBE in 1 CARTON / 50 g in 1 TUBE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Betamethasone Dipropionate 0.60mg/mL 60 mL in 1 BOTTLE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Betamethasone Dipropionate 0.64mg/g / 45 g TUBE,4,Non-Preferred Drug,48%,48%,None,2017
Betamethasone Dipropionate 0.64mg/mL 60 mL in 1 BOTTLE,4,Non-Preferred Drug,48%,48%,None,2017
Betamethasone DP 0.05% ointment,4,Non-Preferred Drug,48%,48%,None,2017
BETAMETHASONE DP AUG 0.05% GEL,4,Non-Preferred Drug,48%,48%,None,2017
BETAMETHASONE DP AUG 0.05% OIN,4,Non-Preferred Drug,48%,48%,None,2017
BETAMETHASONE VALERATE 0.1% LOTION,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BETAMETHASONE VALERATE CREAM,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BETAMETHASONE VALERATE OINTMENT USP,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BETASERON KIT 0.3MG/VIAL 14 TRAY BOX PKGCOM,5,Specialty Tier,33%,N/A,P Q:14/28Days,2017
Betaxolol hcl 0.5% eye drop,4,Non-Preferred Drug,48%,48%,None,2017
Bethanechol 10 mg tablet,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Bethanechol 25 mg tablet,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Bethanechol 5 mg tablet,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
Bethanechol 50 mg tablet,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BETOPTIC S OPHTHALMIC SUSPENSION 0.25% 10 ML BOT,4,Non-Preferred Drug,48%,48%,None,2017
BEVESPI AEROSPHERE INHALER,3,Preferred Brand,$47.00 ,$117.50 ,Q:11/30Days,2017
BEXAROTENE 75 MG CAPSULE [Targretin],5,Specialty Tier,33%,N/A,P,2017
BEXSERO PREFILLED SYRINGE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
"Bicalutamide 50mL/1 30 FILM COATED TABLETS in BOTTLE, PLASTIC",3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BICILL LA PFS 600MU 1ML PED,4,Non-Preferred Drug,48%,48%,None,2017
BICILLIN LA PFS 1200MU 2ML,4,Non-Preferred Drug,48%,48%,None,2017
BICILLIN LA. 600000UNIT/ML 1ML,4,Non-Preferred Drug,48%,48%,None,2017
BICNU 100 MG VIAL,5,Specialty Tier,33%,N/A,P,2017
Biltricide 600mg/1 6 FILM COATED TABLETS in BOTTLE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BISOPROLOL FUMARATE 10MG TABLET (100 CT),2,Generic,$17.00 ,$42.50 ,None,2017
BISOPROLOL FUMARATE 5MG TABLET (100 CT),2,Generic,$17.00 ,$42.50 ,None,2017
BISOPROLOL FUMARATE-HCTZ TABLET 10-6.25MG (500 CT),2,Generic,$17.00 ,$42.50 ,None,2017
BISOPROLOL FUMARATE-HCTZ TABLET 2.5-6.25MG (100 CT),2,Generic,$17.00 ,$42.50 ,None,2017
BISOPROLOL FUMARATE-HCTZ TABLET 5-6.25MG (100 CT),2,Generic,$17.00 ,$42.50 ,None,2017
BIVIGAM LIQUID 10% VIAL,5,Specialty Tier,33%,N/A,P,2017
BLEOMYCIN SULFATE 30UNITS VIA,4,Non-Preferred Drug,48%,48%,P,2017
BLEPHAMIDE 10-0.2% EYE OINT,4,Non-Preferred Drug,48%,48%,None,2017
BLISOVI FE 1-20 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BLISOVI FE 1.5-30 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BOOSTRIX TDAP VACCINE SYRINGE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BOOSTRIX TDAP VACCINE VIAL,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BOSULIF 100 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
BOSULIF 500 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
BREO ELLIPTA 100-25 MCG INH,3,Preferred Brand,$47.00 ,$117.50 ,Q:60/30Days,2017
BREO ELLIPTA 200-25 MCG INH,3,Preferred Brand,$47.00 ,$117.50 ,Q:60/30Days,2017
BRIELLYN TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BRILINTA 60 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BRILINTA 90mg/1 60 TABLET BOTTLE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017
BRIMONIDINE TARTRATE OPHTHALMIC SOLUTION 0.2% 10ML BOTPL,2,Generic,$17.00 ,$42.50 ,None,2017
BRIVIACT 10 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
BRIVIACT 10 MG/ML ORAL SOLN,5,Specialty Tier,33%,N/A,P,2017
BRIVIACT 100 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
BRIVIACT 25 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
BRIVIACT 50 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
BRIVIACT 50 MG/5 ML VIAL,4,Non-Preferred Drug,48%,48%,P,2017
BRIVIACT 75 MG TABLET,5,Specialty Tier,33%,N/A,P,2017
BROMFENAC SODIUM 0.09% EYE DRP,4,Non-Preferred Drug,48%,48%,None,2017
Bromocriptine mesylate 2.5mg/1 24 BOTTLE per CARTON / 100 TABLET BOTTLE,4,Non-Preferred Drug,48%,48%,None,2017
BROMOCRIPTINE MESYLATE 5MG CAPSULE,4,Non-Preferred Drug,48%,48%,None,2017
