name,tier_num,tier_desc,cost_30,cost_90,management,year
colistimethate 150mg/2mL 1 VIAL per CARTON / 2 mL in 1 VIAL,4,Non-Preferred Drug,35%,30%,None,2017
COLOCORT 100MG ENEMA,3,Preferred Brand,20%,15%,None,2017
COMBIGAN 0.2%-0.5% DROPS,3,Preferred Brand,20%,15%,None,2017
COMETRIQ 100 MG DAILY-DOSE PK,5,Specialty Tier,25%,N/A,P Q:56/28Days,2017
COMETRIQ 140 MG DAILY-DOSE PK,5,Specialty Tier,25%,N/A,P Q:112/28Days,2017
COMETRIQ 60 MG DAILY-DOSE PACK,5,Specialty Tier,25%,N/A,P Q:84/28Days,2017
COMPLERA 200; 27.5; 300mg/1; mg/1; mg/1,5,Specialty Tier,25%,N/A,Q:30/30Days,2017
COMPRO 25MG SUPPOSITORY,4,Non-Preferred Drug,35%,30%,None,2017
CONSTULOSE 10 GM/15 ML SOLN,2,Generic,$1.00,$0.00,None,2017
COPAXONE 20MG/ML 30 BLISTER PACK IN 1 CRTN,5,Specialty Tier,25%,N/A,P Q:30/30Days,2017
COPAXONE 40 MG/ML SYRINGE,5,Specialty Tier,25%,N/A,P Q:12/28Days,2017
CORLANOR 5 MG TABLET,4,Non-Preferred Drug,35%,30%,P Q:60/30Days,2017
CORLANOR 7.5 MG TABLET,4,Non-Preferred Drug,35%,30%,P Q:60/30Days,2017
CORMAX 0.05% SOLUTION,4,Non-Preferred Drug,35%,30%,None,2017
Cortisone 25 MG Tablet,4,Non-Preferred Drug,35%,30%,None,2017
COSENTYX 150 MG/ML PEN INJECT,5,Specialty Tier,25%,N/A,P Q:32/365Days,2017
COSMEGEN 0.5 MG VIAL,5,Specialty Tier,25%,N/A,None,2017
COTELLIC 20 MG TABLET,5,Specialty Tier,25%,N/A,P Q:63/28Days,2017
COUMADIN 1 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
COUMADIN 10MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
COUMADIN 2.5MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
COUMADIN 2MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
COUMADIN 3mg/1 1 BOTTLE per CARTON / 100 TABLET BOTTLE,4,Non-Preferred Drug,35%,30%,None,2017
COUMADIN 4mg/1 1 BOTTLE in 1 CARTON / 100 TABLET BOTTLE,4,Non-Preferred Drug,35%,30%,None,2017
COUMADIN 5MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
COUMADIN 6MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
COUMADIN 7.5MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
"Creon 256.11mg/1 1 BOTTLE per CARTON / 70 CAPSULE, DELAYED RELEASE in 1 BOTTLE",3,Preferred Brand,20%,15%,None,2017
CREON DELAYED RELEASE CAPSULES 12000MG 100 BOT,3,Preferred Brand,20%,15%,None,2017
CREON DELAYED RELEASE CAPSULES 24000MG 100 BOT,3,Preferred Brand,20%,15%,None,2017
CREON DELAYED RELEASE CAPSULES 6000MG 100 BOT,3,Preferred Brand,20%,15%,None,2017
"CREON DR 36,000 UNITS CAPSULE",3,Preferred Brand,20%,15%,None,2017
CRESEMBA 186 MG CAPSULE,5,Specialty Tier,25%,N/A,P,2017
CRESEMBA 372 MG VIAL,5,Specialty Tier,25%,N/A,P,2017
CRIXIVAN 200MG CAPSULE,4,Non-Preferred Drug,35%,30%,Q:450/30Days,2017
"CRIXIVAN 400mg, 180 CAPSULE BOTTLE",4,Non-Preferred Drug,35%,30%,Q:270/30Days,2017
CROMOLYN 20 MG/2 ML NEB SOLN,3,Preferred Brand,20%,15%,P,2017
CROMOLYN SODIUM 100 MG/5 ML,4,Non-Preferred Drug,35%,30%,None,2017
CROMOLYN SODIUM 4% 40MG 10ML BOT,2,Generic,$1.00,$0.00,None,2017
CUBICIN 500MG VIAL,5,Specialty Tier,25%,N/A,None,2017
CUPRIMINE 250 MG CAPSULE,4,Non-Preferred Drug,35%,30%,None,2017
Cyclafem 1/35 6 BLISTER PACK per CARTON / 1 KIT per BLISTER PACK,4,Non-Preferred Drug,35%,30%,None,2017
Cyclafem 7/7/7 6 BLISTER PACK per CARTON / 1 KIT per BLISTER PACK,4,Non-Preferred Drug,35%,30%,None,2017
CYCLOBENZAPRINE HCL 10MG TABLET (1000 CT),4,Non-Preferred Drug,35%,30%,None,2017
"Cyclobenzaprine Hydrochloride 5mg/1 100 FILM COATED TABLETS in BOTTLE, PLASTIC",4,Non-Preferred Drug,35%,30%,None,2017
CYCLOPHOSPHAMIDE 25 MG CAPSULE,4,Non-Preferred Drug,35%,30%,P,2017
CYCLOPHOSPHAMIDE 50 MG CAPSULE,4,Non-Preferred Drug,35%,30%,P,2017
CYCLOSET 0.8MG TABLETS,4,Non-Preferred Drug,35%,30%,P Q:180/30Days,2017
CYCLOSPORINE 100MG CAPSULE,4,Non-Preferred Drug,35%,30%,P,2017
CYCLOSPORINE 25MG CAPSULE,4,Non-Preferred Drug,35%,30%,P,2017
Cyclosporine 50 mg/ml vial,4,Non-Preferred Drug,35%,30%,P,2017
CYCLOSPORINE MODIFIED 100 MG,4,Non-Preferred Drug,35%,30%,P,2017
CYCLOSPORINE MODIFIED 25 MG,4,Non-Preferred Drug,35%,30%,P,2017
CYCLOSPORINE MODIFIED 50 MG,4,Non-Preferred Drug,35%,30%,P,2017
CYCLOSPORINE ORAL SOLUTION 100MG 50ML BOT,4,Non-Preferred Drug,35%,30%,P,2017
CYKLOKAPRON 100MG/ML AMPUL,3,Preferred Brand,20%,15%,P,2017
CYPROHEPTADINE HCL 4 MG,4,Non-Preferred Drug,35%,30%,None,2017
CYPROHEPTADINE HYDROCHLORIDE SOLUTION USP SYRUP 2MG 473 ML BOTGL,4,Non-Preferred Drug,35%,30%,None,2017
CYRAMZA 100 MG/10 ML VIAL,5,Specialty Tier,25%,N/A,P Q:200/28Days,2017
CYRAMZA 500 MG/50 ML VIAL,5,Specialty Tier,25%,N/A,P Q:200/28Days,2017
CYSTADANE 1 GRAM/1.7 ML POWDER,5,Specialty Tier,25%,N/A,None,2017
CYSTAGON 150MG CAPSULE,4,Non-Preferred Drug,35%,30%,None,2017
CYSTAGON 50MG CAPSULE,4,Non-Preferred Drug,35%,30%,None,2017
CYSTARAN 0.44% EYE DROPS,5,Specialty Tier,25%,N/A,P Q:60/28Days,2017
CYTARABINE 20MG/ML VIAL,2,Generic,$1.00,$0.00,P,2017
CYTARABINE SOLUTION INJECTION 100MG 20ML VIALSD,2,Generic,$1.00,$0.00,P,2017
CYTOMEL 25MCG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
CYTOMEL 50MCG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
CYTOMEL 5MCG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
D-AMPHETAMINE ER 10 MG CAPSULE,4,Non-Preferred Drug,35%,30%,Q:180/30Days,2017
D-AMPHETAMINE ER 15 MG CAPSULE,4,Non-Preferred Drug,35%,30%,Q:120/30Days,2017
D-AMPHETAMINE ER 5 MG CAPSULE,4,Non-Preferred Drug,35%,30%,Q:60/30Days,2017
DACARBAZINE 200MG VIAL,4,Non-Preferred Drug,35%,30%,None,2017
DAKLINZA 30 MG TABLET,5,Specialty Tier,25%,N/A,P Q:28/28Days,2017
DAKLINZA 60 MG TABLET,5,Specialty Tier,25%,N/A,P Q:28/28Days,2017
DAKLINZA 90 MG TABLET,5,Specialty Tier,25%,N/A,P Q:28/28Days,2017
DALIRESP 500 MCG TABLET,3,Preferred Brand,20%,15%,Q:30/30Days,2017
DANAZOL 100MG CAPSULE,4,Non-Preferred Drug,35%,30%,None,2017
DANAZOL 50MG CAPSULE,4,Non-Preferred Drug,35%,30%,None,2017
DANAZOL CAPSULES USP 200MG (100 CT),4,Non-Preferred Drug,35%,30%,None,2017
DANTROLENE SODIUM 100MG CAPSULE,4,Non-Preferred Drug,35%,30%,None,2017
DANTROLENE SODIUM 25MG CAPSULE,4,Non-Preferred Drug,35%,30%,None,2017
DANTROLENE SODIUM 50MG CAPSULE,4,Non-Preferred Drug,35%,30%,None,2017
DAPSONE TABLETS 100MG 30 BLPK,3,Preferred Brand,20%,15%,None,2017
DAPSONE TABLETS 25MG 30 BLPK,3,Preferred Brand,20%,15%,None,2017
DAPTACEL VACCINE 15;5;5;3; LF/.5ML,4,Non-Preferred Drug,35%,30%,None,2017
DAPTOMYCIN 500 MG VIAL [Cubicin],5,Specialty Tier,25%,N/A,None,2017
DARAPRIM 25 MG TABLET,5,Specialty Tier,25%,N/A,None,2017
DARZALEX 100 MG/5 ML VIAL,5,Specialty Tier,25%,N/A,P Q:400/30Days,2017
daunorubicin hydrochloride 5mg/mL 10 VIAL per CARTON / 4 mL in 1 VIAL,2,Generic,$1.00,$0.00,None,2017
DEBLITANE 0.35 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
Decitabine 50 mg vial [Dacogen],5,Specialty Tier,25%,N/A,P,2017
Delyla-28 tablet,4,Non-Preferred Drug,35%,30%,None,2017
DEMECLOCYCLINE HCL 150MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
DEMECLOCYCLINE HCL 300MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
DEMSER CAPSULES 250MG (100 CT),5,Specialty Tier,25%,N/A,None,2017
DENAVIR 1% CREAM,4,Non-Preferred Drug,35%,30%,P,2017
DEPEN 250MG TITRATAB,5,Specialty Tier,25%,N/A,None,2017
DEPO-ESTRADIOL 5MG/ML VIAL,4,Non-Preferred Drug,35%,30%,None,2017
DESCOVY 200-25 MG TABLET,5,Specialty Tier,25%,N/A,Q:30/30Days,2017
DESIPRAMINE 10 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
DESIPRAMINE 25MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
DESIPRAMINE 50MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
DESIPRAMINE 75 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
DESIPRAMINE HYDROCHLORIDE 150 MG TABLETS,4,Non-Preferred Drug,35%,30%,None,2017
DESIPRAMINE HYDROCHLORIDE TABLETS USP 100MG 100 BOT,4,Non-Preferred Drug,35%,30%,None,2017
Desmopressin ac 4 mcg/ml vial,4,Non-Preferred Drug,35%,30%,None,2017
Desmopressin acetate 0.1 mg tb,4,Non-Preferred Drug,35%,30%,None,2017
Desmopressin Acetate 0.1mg/mL 1 VIAL in 1 CARTON / 2.5 mL in 1 VIAL,4,Non-Preferred Drug,35%,30%,None,2017
Desmopressin acetate 0.2 mg tb,4,Non-Preferred Drug,35%,30%,None,2017
DESMOPRESSIN ACETATE NASAL SOLUTION 0.1% 5 ML BOTSPR,4,Non-Preferred Drug,35%,30%,None,2017
DESOGESTR-ETH ESTRAD,4,Non-Preferred Drug,35%,30%,None,2017
DESONIDE 0.05% CREAM,4,Non-Preferred Drug,35%,30%,None,2017
DESONIDE 0.05% OINTMENT,4,Non-Preferred Drug,35%,30%,None,2017
"DESONIDE 0.5mg/g 114.1 g in 1 BOTTLE, PLASTIC",4,Non-Preferred Drug,35%,30%,None,2017
Desoximetasone 0.0005 MG/MG Topical Ointment,4,Non-Preferred Drug,35%,30%,None,2017
Desoximetasone 0.5mg/g 1 TUBE per CARTON / 60 g in 1 TUBE,4,Non-Preferred Drug,35%,30%,None,2017
Desoximetasone 0.5mg/g 1 TUBE per CARTON / 60 g in 1 TUBE,4,Non-Preferred Drug,35%,30%,None,2017
Desoximetasone 2.5mg/g 1 TUBE in 1 TUBE / 60 g in 1 TUBE,4,Non-Preferred Drug,35%,30%,None,2017
Desoximetasone 2.5mg/g 1 TUBE per CARTON / 60 g in 1 TUBE,4,Non-Preferred Drug,35%,30%,None,2017
Desvenlafaxine Succinate ER 100 mg [Pristiq],4,Non-Preferred Drug,35%,30%,S Q:30/30Days,2017
Desvenlafaxine Succinate ER 25 mg tb [Pristiq],4,Non-Preferred Drug,35%,30%,S Q:30/30Days,2017
Desvenlafaxine Succinate ER 50 mg tb [Pristiq],4,Non-Preferred Drug,35%,30%,S Q:30/30Days,2017
DEXAMETHASONE 0.1% EYE DROP,2,Generic,$1.00,$0.00,None,2017
DEXAMETHASONE 0.5MG TABLET,1,Preferred Generic,$0.00,$0.00,None,2017
DEXAMETHASONE 0.5MG/0.5ML DROP,3,Preferred Brand,20%,15%,None,2017
DEXAMETHASONE 0.5MG/5ML ELX,3,Preferred Brand,20%,15%,None,2017
DEXAMETHASONE 0.75MG TABLET,1,Preferred Generic,$0.00,$0.00,None,2017
DEXAMETHASONE 1.5MG TABLET,2,Generic,$1.00,$0.00,None,2017
Dexamethasone 10 mg/ml vial,2,Generic,$1.00,$0.00,None,2017
DEXAMETHASONE 1MG TABLET,2,Generic,$1.00,$0.00,None,2017
DEXAMETHASONE 2MG TABLET,2,Generic,$1.00,$0.00,None,2017
DEXAMETHASONE 4MG TABLET,1,Preferred Generic,$0.00,$0.00,None,2017
DEXAMETHASONE 6MG TABLET,2,Generic,$1.00,$0.00,None,2017
DEXAMETHASONE SODIUM PHOSPHATE INJECTION 4MG 30ML VIALMD,2,Generic,$1.00,$0.00,None,2017
DEXILANT CAPSULES DELAYED RELEASE 30 MG,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
DEXILANT CAPSULES DELAYED RELEASE 60 MG,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
DEXMETHYLPHENIDATE ER 10 MG CAP,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
DEXMETHYLPHENIDATE ER 15 MG CP,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
Dexmethylphenidate er 20 mg cp,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
Dexmethylphenidate er 25 mg cp,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
DEXMETHYLPHENIDATE ER 30 MG CP,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
Dexmethylphenidate er 35 mg cp,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
DEXMETHYLPHENIDATE ER 40 MG CP,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
DEXMETHYLPHENIDATE ER 5 MG CAP,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
DEXMETHYLPHENIDATE HCL 10MG TABLET,4,Non-Preferred Drug,35%,30%,Q:60/30Days,2017
DEXMETHYLPHENIDATE HCL 2.5MG TABLET,4,Non-Preferred Drug,35%,30%,Q:60/30Days,2017
DEXMETHYLPHENIDATE HCL 5MG TABLET,4,Non-Preferred Drug,35%,30%,Q:60/30Days,2017
Dexrazoxane 500 MG Vial,4,Non-Preferred Drug,35%,30%,None,2017
DEXTROAMP-AMPHET ER 10 MG CAP,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
DEXTROAMP-AMPHET ER 15 MG CAP,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
DEXTROAMP-AMPHET ER 20 MG CAP,4,Non-Preferred Drug,35%,30%,Q:60/30Days,2017
DEXTROAMP-AMPHET ER 25 MG CAP,4,Non-Preferred Drug,35%,30%,Q:60/30Days,2017
DEXTROAMP-AMPHET ER 30 MG CAP,4,Non-Preferred Drug,35%,30%,Q:60/30Days,2017
DEXTROAMP-AMPHET ER 5 MG CAP,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
DEXTROAMP-AMPHETAMIN 20 MG TAB,3,Preferred Brand,20%,15%,Q:90/30Days,2017
DEXTROAMP-AMPHETAMIN 30 MG TAB,3,Preferred Brand,20%,15%,Q:60/30Days,2017
DEXTROAMPHETAMINE 10MG TABLET,4,Non-Preferred Drug,35%,30%,Q:180/30Days,2017
DEXTROAMPHETAMINE 5MG TABLET,4,Non-Preferred Drug,35%,30%,Q:150/30Days,2017
DEXTROAMPHETAMINE SACCHARATE AND SULFATE AMPHETAMINE ASPARTATE 10MG TABLET (100 CT),3,Preferred Brand,20%,15%,Q:90/30Days,2017
DEXTROSE 10%-1/4NS IV TUBEX,2,Generic,$1.00,$0.00,None,2017
Dextrose 10%-water iv solution,2,Generic,$1.00,$0.00,None,2017
DEXTROSE 2.5%-1/2NS IV SOLUTION,2,Generic,$1.00,$0.00,None,2017
DEXTROSE 5%-1/4NS IV SOLUTION,2,Generic,$1.00,$0.00,None,2017
Dextrose 5%-ns iv solution,2,Generic,$1.00,$0.00,None,2017
DEXTROSE IN SODIUM CHLORIDE INJECTION,2,Generic,$1.00,$0.00,None,2017
DEXTROSE IN SODIUM CHLORIDE INJECTION,2,Generic,$1.00,$0.00,None,2017
DEXTROSE IN SODIUM CHLORIDE INJECTION 1000ML X 12 CASE,2,Generic,$1.00,$0.00,None,2017
DEXTROSE IN SODIUM CHLORIDE INJECTION 500ML X 24 BAG,2,Generic,$1.00,$0.00,None,2017
DEXTROSE INJECTION USP 5 4 X 100ML CTR,2,Generic,$1.00,$0.00,None,2017
DIASTAT 2.5 MG PEDI SYSTEM,4,Non-Preferred Drug,35%,30%,None,2017
DIASTAT ACUDIAL 12.5-15-20 MG,4,Non-Preferred Drug,35%,30%,None,2017
DIASTAT ACUDIAL 5-7.5-10 MG KT,4,Non-Preferred Drug,35%,30%,None,2017
DIAZEPAM 10 MG TABLET,3,Preferred Brand,20%,15%,Q:120/30Days,2017
Diazepam 2mg/1 100 TABLET BOTTLE,3,Preferred Brand,20%,15%,Q:90/30Days,2017
Diazepam 5mg/1 100 TABLET BOTTLE,3,Preferred Brand,20%,15%,Q:90/30Days,2017
"Diazepam 5mg/5mL 500 mL in 1 BOTTLE, PLASTIC",4,Non-Preferred Drug,35%,30%,Q:1200/30Days,2017
"Diazepam Intensol 5mg/mL 1 BOTTLE, DROPPER per CARTON / 30 mL in 1 BOTTLE, DROPPER",4,Non-Preferred Drug,35%,30%,Q:240/30Days,2017
DICLOFENAC 25MG TABLET EC,2,Generic,$1.00,$0.00,None,2017
DICLOFENAC POTASSIUM 50MG TABLET (500 CT),3,Preferred Brand,20%,15%,None,2017
DICLOFENAC SODIUM 0.1% DROPS,2,Generic,$1.00,$0.00,None,2017
"Diclofenac Sodium 100mg/1 100 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE, PLASTIC",2,Generic,$1.00,$0.00,None,2017
DICLOFENAC SODIUM 50MG TABLET DELAYED RELEASE (100 CT),2,Generic,$1.00,$0.00,None,2017
"Diclofenac Sodium 75mg/1 1000 TABLET, DELAYED RELEASE in 1 BOTTLE",2,Generic,$1.00,$0.00,None,2017
DICLOXACILLIN 250MG CAPSULE,2,Generic,$1.00,$0.00,None,2017
DICLOXACILLIN SODIUM 500MG CAP,2,Generic,$1.00,$0.00,None,2017
DICYCLOMINE 10MG CAPSULE,1,Preferred Generic,$0.00,$0.00,None,2017
DICYCLOMINE HCL 10MG/5ML SYRUP,3,Preferred Brand,20%,15%,None,2017
DICYCLOMINE HCL 20MG TABLET (500 CT),1,Preferred Generic,$0.00,$0.00,None,2017
"Didanosine 200mg/1 30 CAPSULE, DELAYED RELEASE PELLETS in 1 BOTTLE",4,Non-Preferred Drug,35%,30%,Q:60/30Days,2017
"Didanosine 250mg/1 30 CAPSULE, DELAYED RELEASE PELLETS in 1 BOTTLE",4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
DIDANOSINE 400MG CAPSULE DELAYED RELEASE,4,Non-Preferred Drug,35%,30%,Q:30/30Days,2017
DIDANOSINE DELAYED RELEASE CAPSULES 125MG 30 BOT,4,Non-Preferred Drug,35%,30%,Q:90/30Days,2017
Dificid 200mg/1 1 BOTTLE per CARTON / 20 FILM COATED TABLETS in BOTTLE,5,Specialty Tier,25%,N/A,S Q:20/10Days,2017
DIFLUNISAL 500MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
Digitek 125 mcg tablet,2,Generic,$1.00,$0.00,Q:30/30Days,2017
Digitek 250 mcg tablet,4,Non-Preferred Drug,35%,30%,None,2017
"Digoxin 0.05mg/mL 60 mL in 1 BOTTLE, DROPPER",4,Non-Preferred Drug,35%,30%,None,2017
Digoxin 125ug 100 TABLET BOTTLE,2,Generic,$1.00,$0.00,Q:30/30Days,2017
Digoxin 250ug 100 TABLET BOTTLE,4,Non-Preferred Drug,35%,30%,None,2017
DIGOXIN INJECTION 500MCG 25 X 2ML AMP,4,Non-Preferred Drug,35%,30%,None,2017
DIHYDROERGOTAMINE 1 MG/ML AM,4,Non-Preferred Drug,35%,30%,None,2017
DILANTIN 50MG INFATAB,4,Non-Preferred Drug,35%,30%,None,2017
DILANTIN CAPSULES 30 MG ER,4,Non-Preferred Drug,35%,30%,None,2017
DILANTIN EXTENDED ORAL CAPSULE 100MG (100 CT),4,Non-Preferred Drug,35%,30%,None,2017
DILANTIN-125 SUS 125/5ML,4,Non-Preferred Drug,35%,30%,None,2017
DILT XR 120 MG CAPSULE,3,Preferred Brand,20%,15%,Q:60/30Days,2017
DILT-XR 180MG CAPSULE DEGRADABLE CONTROLLED-RELEASE,3,Preferred Brand,20%,15%,Q:60/30Days,2017
DILTIAZEM 24HR ER 120 MG CAP,3,Preferred Brand,20%,15%,Q:60/30Days,2017
DILTIAZEM 24HR ER 240 MG CAP,3,Preferred Brand,20%,15%,Q:60/30Days,2017
DILTIAZEM 30 MG TABLET,2,Generic,$1.00,$0.00,None,2017
DILTIAZEM 90 MG TABLET,2,Generic,$1.00,$0.00,None,2017
DILTIAZEM ER 240MG CAPSULE SA,3,Preferred Brand,20%,15%,Q:60/30Days,2017
DILTIAZEM HCL 100MG VIAL,4,Non-Preferred Drug,35%,30%,None,2017
DILTIAZEM HCL 120MG ER CAPSULE,3,Preferred Brand,20%,15%,None,2017
DILTIAZEM HCL 120MG TABLET,2,Generic,$1.00,$0.00,None,2017
DILTIAZEM HCL 180 MG ER 500 CAPSULE BOTTLE,3,Preferred Brand,20%,15%,Q:60/30Days,2017
DILTIAZEM HCL 300 MG ER 90 CAPSULE BOTTLE,3,Preferred Brand,20%,15%,Q:30/30Days,2017
DILTIAZEM HCL 360 MG ER CAPSULES,3,Preferred Brand,20%,15%,Q:30/30Days,2017
DILTIAZEM HCL 60 MG ER CAPSULE,3,Preferred Brand,20%,15%,None,2017
DILTIAZEM HCL 60 MG TABLET,2,Generic,$1.00,$0.00,None,2017
DILTIAZEM HCL 90 MG ER CAPSULES 100 CAPSULE BOTTLE,3,Preferred Brand,20%,15%,None,2017
Diltiazem hcl er 420 mg cap,3,Preferred Brand,20%,15%,Q:30/30Days,2017
diphenhydramine 50 mg/ml vial,4,Non-Preferred Drug,35%,30%,None,2017
Diphenoxylate Hydrochloride and Atropine Sulfate 0.025; 2.5mg 100 TABLET BOTTLE,4,Non-Preferred Drug,35%,30%,None,2017
DIPHENOXYLATE/ATROPINE LIQ,4,Non-Preferred Drug,35%,30%,None,2017
DIPHTHERIA-TETANUS TOXOIDS-PED,4,Non-Preferred Drug,35%,30%,None,2017
DIPYRIDAMOLE 25 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
DIPYRIDAMOLE 50 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
DIPYRIDAMOLE 75 MG TABLET,4,Non-Preferred Drug,35%,30%,None,2017
DISOPYRAMIDE 100 MG CAPSULE,4,Non-Preferred Drug,35%,30%,None,2017
DISOPYRAMIDE PHOSPHATE 150MG CAPSULE USP (100 CT),4,Non-Preferred Drug,35%,30%,None,2017
Disulfiram 250mg/1,4,Non-Preferred Drug,35%,30%,None,2017
Disulfiram 500mg/1,4,Non-Preferred Drug,35%,30%,None,2017
DIURIL 250MG/5ML SUSPENSION ORAL,4,Non-Preferred Drug,35%,30%,None,2017
DIVALPROEX SODIUM 125 MG CAP,3,Preferred Brand,20%,15%,None,2017
DIVALPROEX SODIUM 125MG TBEC,2,Generic,$1.00,$0.00,None,2017
"Divalproex Sodium 250mg/1 500 TABLET, DELAYED RELEASE in 1 BOTTLE",2,Generic,$1.00,$0.00,None,2017
"Divalproex Sodium 500mg/1 500 TABLET, DELAYED RELEASE in 1 BOTTLE",2,Generic,$1.00,$0.00,None,2017
DIVALPROEX SODIUM ER TABLETS 250MG 100 BOT,4,Non-Preferred Drug,35%,30%,None,2017
DIVALPROEX SODIUM TABLETS ER 500MG 100 BOT,4,Non-Preferred Drug,35%,30%,None,2017
"Docetaxel 10mg/mL 1 VIAL, MULTI-DOSE per CARTON / 8 mL in 1 VIAL, MULTI-DOSE",4,Non-Preferred Drug,35%,30%,None,2017
Docetaxel 80 mg/4 ml vial,4,Non-Preferred Drug,35%,30%,None,2017
DOFETILIDE 125 MCG CAPSULE [Tikosyn],4,Non-Preferred Drug,35%,30%,Q:240/30Days,2017
DOFETILIDE 250 MCG CAPSULE [Tikosyn],4,Non-Preferred Drug,35%,30%,Q:120/30Days,2017
DOFETILIDE 500 MCG CAPSULE [Tikosyn],4,Non-Preferred Drug,35%,30%,Q:60/30Days,2017
DONEPEZIL HCL 10 MG TABLET,2,Generic,$1.00,$0.00,Q:60/30Days,2017
DONEPEZIL HCL 5 MG TABLET,2,Generic,$1.00,$0.00,Q:30/30Days,2017
"Donepezil Hydrochloride 10mg/1 30 TABLET, ORALLY DISINTEGRATING per BLISTER PACK",2,Generic,$1.00,$0.00,Q:30/30Days,2017
"Donepezil Hydrochloride 5mg/1 30 TABLET, ORALLY DISINTEGRATING per BLISTER PACK",2,Generic,$1.00,$0.00,Q:30/30Days,2017
DORIBAX 500 MG VIAL,4,Non-Preferred Drug,35%,30%,None,2017
DORZOLAMIDE HCL OPHTHALMIC 2% 10 ML BOTDR,2,Generic,$1.00,$0.00,Q:10/30Days,2017
"Dorzolamide Hydrochloride and Timolol Maleate 20; 5mg/mL; mg/mL 1 BOTTLE, DROPPER in 1 BOX / 10 mL",2,Generic,$1.00,$0.00,Q:10/30Days,2017
Doxazosin 2mg 100 TABLET BOTTLE,2,Generic,$1.00,$0.00,None,2017
DOXAZOSIN MESYLATE 4MG TABLET,2,Generic,$1.00,$0.00,None,2017
DOXAZOSIN MESYLATE TABLETS 8 MG,2,Generic,$1.00,$0.00,None,2017
DOXAZOSIN TABLET 1MG (100 CT),2,Generic,$1.00,$0.00,None,2017
DOXEPIN 10 MG/ML ORAL CONC,4,Non-Preferred Drug,35%,30%,None,2017
DOXEPIN 10MG CAPSULE,4,Non-Preferred Drug,35%,30%,None,2017
DOXEPIN 75MG CAPSULE,4,Non-Preferred Drug,35%,30%,None,2017
DOXEPIN HCL 25MG CAPSULE (100 CT),4,Non-Preferred Drug,35%,30%,None,2017
Doxepin Hydrochloride 150mg/1 100 CAPSULE BOTTLE,4,Non-Preferred Drug,35%,30%,None,2017
"Doxepin Hydrochloride 50mg/1 100 BLISTER PACK in 1 BOX, UNIT-DOSE / 1 CAPSULE per BLISTER PACK",4,Non-Preferred Drug,35%,30%,None,2017
DOXEPIN HYDROCHLORIDE CAPSULES 100MG 100 BOT,4,Non-Preferred Drug,35%,30%,None,2017
"Doxorubicin Hydrochloride 2mg/mL 1 VIAL, SINGLE-DOSE per CARTON / 25 mL in 1 VIAL, SINGLE-DOSE",4,Non-Preferred Drug,35%,30%,None,2017
Doxorubicin liposome 20mg/10ml,4,Non-Preferred Drug,35%,30%,P,2017
"Doxycycline 100mg/1 50 TABLET, COATED in 1 BOTTLE",3,Preferred Brand,20%,15%,None,2017
doxycycline 25 mg/5 ml susp,4,Non-Preferred Drug,35%,30%,None,2017
DOXYCYCLINE 50MG CAPSULE,3,Preferred Brand,20%,15%,None,2017
DOXYCYCLINE 50MG TABLET (100 CT),3,Preferred Brand,20%,15%,None,2017
Doxycycline 75mg/1,4,Non-Preferred Drug,35%,30%,Q:60/30Days,2017
